Player,Age,Born,Pos,Nation,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Marcus Berg,31.0,1986.0,FW,Sweden,5.0,5.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,11.0,0.0,949,186,31,39,23,33,4,10,2,2,1,0,0.0,16.0,11.0,5.0,1.0,1.0,0.0,0.0,15.0,5.0,16.0,138.0,2.0,22.0,53.0,64.0,27.0,137.0,0.0,1.0,0.0,0.0,59.0,257.0,100.0,5.0,0.0,4.0,8.0,2.0,193.0,97.0,36.0,7.0,3.0,4.0,1.0,2.0,3.0,150.0,26.0,33.0,72.0,45.0,6.0,1.0,0.0,5.0,4.0,2.0,0.0
Marcus Rashford,20.0,1997.0,FW,England,6.0,1.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,24.0,1.0,1106,87,32,36,28,34,6,15,2,3,0,0,0.0,5.0,7.0,1.0,5.0,0.0,0.0,0.0,16.0,1.0,1.0,125.0,0.0,4.0,48.0,85.0,13.0,116.0,10.0,16.0,12.0,0.0,106.0,561.0,311.0,20.0,4.0,5.0,9.0,3.0,132.0,94.0,24.0,1.0,0.0,0.0,1.0,0.0,4.0,55.0,14.0,3.0,18.0,34.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Mario Gavranović,28.0,1989.0,FW,Switzerland,2.0,1.0,113.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,14.4,0.0,217,73,6,8,4,5,2,2,2,1,1,0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,28.0,0.0,2.0,11.0,18.0,5.0,27.0,0.0,2.0,0.0,0.0,16.0,65.0,23.0,1.0,1.0,0.0,2.0,1.0,40.0,19.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,6.0,1.0,16.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mario Gómez,32.0,1985.0,FW,Germany,3.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,6.3,0.0,101,27,4,7,1,3,1,1,2,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,25.0,2.0,3.0,3.0,20.0,14.0,23.0,0.0,0.0,0.0,0.0,7.0,16.0,15.0,1.0,1.0,0.0,2.0,0.0,26.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Mario Mandžukić,32.0,1986.0,FW,Croatia,6.0,6.0,605.0,3.0,1.0,0.0,0.0,2.0,0.0,12.0,5.0,8.9,0.0,1765,296,54,76,36,58,13,19,7,8,2,1,0.0,14.0,13.0,3.0,6.0,1.0,0.0,1.0,31.0,6.0,14.0,231.0,12.0,31.0,109.0,103.0,23.0,224.0,3.0,3.0,3.0,0.0,98.0,440.0,217.0,10.0,4.0,1.0,11.0,7.0,257.0,153.0,54.0,10.0,2.0,1.0,7.0,2.0,2.0,136.0,45.0,6.0,68.0,62.0,7.0,0.0,0.0,7.0,2.0,11.0,0.0
Mark Milligan,32.0,1985.0,DF,Australia,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4943,1738,59,64,132,135,36,46,1,12,0,0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,1.0,270.0,15.0,173.0,114.0,4.0,0.0,266.0,0.0,0.0,0.0,0.0,208.0,1310.0,623.0,14.0,1.0,0.0,0.0,0.0,212.0,212.0,0.0,3.0,6.0,1.0,0.0,5.0,0.0,13.0,2.0,11.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,8.0,0.0
Marko Pjaca,23.0,1995.0,FW,Croatia,3.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,29.0,0.0,177,36,12,14,3,5,0,1,1,1,0,0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,43.0,0.0,3.0,25.0,19.0,1.0,43.0,1.0,2.0,2.0,1.0,38.0,116.0,45.0,2.0,1.0,0.0,6.0,5.0,50.0,34.0,8.0,1.0,0.0,2.0,0.0,0.0,1.0,12.0,7.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane Fellaini,30.0,1987.0,MF,Belgium,5.0,3.0,317.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,12.6,0.0,1854,378,61,73,39,46,11,13,2,7,1,0,0.0,12.0,8.0,1.0,1.0,0.0,0.0,0.0,22.0,7.0,13.0,183.0,11.0,43.0,99.0,48.0,11.0,181.0,3.0,3.0,3.0,0.0,116.0,568.0,235.0,9.0,2.0,0.0,5.0,1.0,157.0,123.0,20.0,9.0,7.0,2.0,2.0,1.0,2.0,122.0,19.0,53.0,43.0,26.0,9.0,5.0,0.0,4.0,3.0,6.0,0.0
Marquinhos,24.0,1994.0,DF,Brazil,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,33,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Braithwaite,27.0,1991.0,FW,Denmark,4.0,2.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,14.4,0.0,516,104,27,31,9,13,1,4,0,1,0,0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,2.0,2.0,86.0,3.0,19.0,27.0,47.0,12.0,85.0,3.0,3.0,3.0,0.0,59.0,216.0,68.0,2.0,1.0,0.0,10.0,2.0,91.0,57.0,15.0,2.0,1.0,1.0,2.0,0.0,0.0,39.0,4.0,22.0,13.0,4.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0
Martin Olsson,30.0,1988.0,FW,Sweden,2.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,46,4,4,4,4,0,3,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,17.0,0.0,2.0,4.0,12.0,2.0,15.0,0.0,0.0,0.0,0.0,12.0,96.0,49.0,4.0,1.0,1.0,2.0,1.0,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martín Cáceres,31.0,1987.0,DF,Uruguay,5.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,10.2,0.0,3602,1131,54,67,100,123,23,55,3,26,3,1,0.0,5.0,2.0,1.0,8.0,0.0,0.0,0.0,59.0,6.0,5.0,299.0,14.0,66.0,159.0,91.0,12.0,254.0,3.0,6.0,3.0,0.0,169.0,802.0,411.0,14.0,6.0,1.0,5.0,2.0,183.0,168.0,8.0,3.0,4.0,2.0,1.0,4.0,3.0,40.0,7.0,25.0,9.0,6.0,7.0,1.0,0.0,6.0,5.0,5.0,0.0
Marvin Plattenhardt,26.0,1992.0,DF,Germany,1.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.7,0.0,270,126,14,14,2,4,3,5,0,2,0,0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,28.0,1.0,7.0,8.0,16.0,0.0,28.0,0.0,0.0,0.0,0.0,24.0,133.0,76.0,4.0,2.0,0.0,0.0,0.0,26.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Marwan Mohsen,29.0,1989.0,FW,Egypt,3.0,3.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,13.3,0.0,388,119,15,29,10,16,1,1,2,5,1,0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,14.0,16.0,84.0,5.0,7.0,36.0,44.0,10.0,81.0,1.0,2.0,1.0,0.0,33.0,92.0,22.0,1.0,0.0,1.0,6.0,3.0,98.0,56.0,22.0,1.0,0.0,1.0,0.0,0.0,1.0,45.0,10.0,1.0,29.0,15.0,3.0,0.0,0.0,3.0,1.0,5.0,0.0
Masoud Shojaei,34.0,1984.0,MF,Iran,1.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,104,16,5,8,3,4,0,3,0,0,0,0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,24.0,0.0,5.0,13.0,9.0,1.0,24.0,2.0,3.0,2.0,0.0,18.0,57.0,22.0,1.0,1.0,0.0,1.0,2.0,17.0,10.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,29.0,9.0,5.0,23.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Mateo Kovačić,24.0,1994.0,MF,Croatia,5.0,1.0,185.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,17.8,0.0,1986,404,61,63,38,41,16,19,4,13,0,0,0.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,12.0,1.0,4.0,157.0,2.0,22.0,100.0,48.0,5.0,155.0,4.0,7.0,4.0,0.0,132.0,927.0,410.0,17.0,3.0,1.0,2.0,3.0,136.0,121.0,6.0,4.0,0.0,4.0,2.0,2.0,5.0,69.0,18.0,17.0,40.0,12.0,5.0,1.0,0.0,4.0,1.0,2.0,0.0
Mateus Uribe,27.0,1991.0,MF,Colombia,3.0,1.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,20.8,0.0,1448,403,27,31,39,43,9,12,0,9,1,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,2.0,115.0,4.0,25.0,73.0,23.0,1.0,114.0,3.0,4.0,3.0,0.0,83.0,359.0,150.0,6.0,3.0,0.0,4.0,4.0,92.0,77.0,3.0,3.0,5.0,1.0,0.0,3.0,2.0,52.0,7.0,14.0,29.0,9.0,6.0,1.0,0.0,5.0,2.0,2.0,0.0
Mathew Leckie,27.0,1991.0,MF,Australia,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,12.0,0.0,1018,247,27,40,20,26,7,12,2,2,2,0,0.0,8.0,5.0,0.0,3.0,0.0,0.0,0.0,13.0,7.0,5.0,139.0,5.0,23.0,54.0,78.0,17.0,137.0,5.0,8.0,5.0,0.0,83.0,682.0,411.0,17.0,8.0,3.0,3.0,14.0,136.0,101.0,41.0,0.0,0.0,0.0,1.0,0.0,5.0,73.0,20.0,28.0,28.0,17.0,11.0,0.0,0.0,11.0,3.0,6.0,0.0
Mathias Jørgensen,28.0,1990.0,DF,Denmark,3.0,2.0,220.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,5.4,0.0,1995,612,23,23,36,40,24,33,0,4,1,0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,19.0,1.0,1.0,119.0,11.0,62.0,63.0,3.0,2.0,119.0,0.0,0.0,0.0,0.0,84.0,352.0,178.0,3.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,22.0,6.0,16.0,5.0,1.0,3.0,1.0,0.0,2.0,2.0,8.0,0.0
Mats Hummels,29.0,1988.0,DF,Germany,2.0,2.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,9.3,0.0,2057,739,25,28,55,59,16,17,0,5,0,0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,5.0,1.0,132.0,9.0,68.0,57.0,21.0,7.0,132.0,2.0,2.0,2.0,0.0,76.0,550.0,375.0,13.0,5.0,0.0,0.0,1.0,76.0,71.0,4.0,5.0,5.0,0.0,1.0,1.0,0.0,31.0,11.0,21.0,9.0,1.0,2.0,0.0,0.0,2.0,5.0,4.0,0.0
Matías Vecino,26.0,1991.0,MF,Uruguay,5.0,5.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,23.5,0.0,4238,1069,87,98,97,112,32,47,1,32,1,0,0.0,10.0,5.0,0.0,3.0,0.0,0.0,0.0,59.0,10.0,9.0,298.0,8.0,58.0,209.0,50.0,5.0,296.0,2.0,2.0,2.0,0.0,211.0,1136.0,602.0,30.0,11.0,0.0,3.0,3.0,219.0,205.0,12.0,3.0,2.0,2.0,2.0,2.0,9.0,90.0,23.0,33.0,43.0,14.0,7.0,1.0,0.0,6.0,5.0,1.0,0.0
Maxi Gómez,21.0,1996.0,FW,Uruguay,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,20,2,3,0,0,1,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,1.0,2.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,14.0,3.0,0.0,0.0,0.0,2.0,0.0,11.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximiliano Meza,25.0,1992.0,MF,Argentina,4.0,2.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12.1,0.0,1443,180,45,51,35,40,8,15,7,5,0,0,0.0,5.0,5.0,1.0,3.0,1.0,0.0,0.0,23.0,1.0,2.0,145.0,4.0,17.0,51.0,83.0,16.0,133.0,5.0,10.0,5.0,1.0,106.0,625.0,360.0,24.0,1.0,3.0,4.0,2.0,125.0,98.0,16.0,2.0,2.0,0.0,1.0,1.0,4.0,67.0,21.0,10.0,38.0,19.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0
Maya Yoshida,29.0,1988.0,DF,Japan,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,5013,1723,81,84,123,132,42,70,0,10,0,0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,7.0,5.0,339.0,43.0,154.0,207.0,4.0,3.0,335.0,0.0,0.0,0.0,0.0,224.0,1301.0,760.0,10.0,1.0,0.0,0.0,1.0,229.0,224.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,9.0,18.0,7.0,1.0,10.0,6.0,0.0,4.0,6.0,30.0,0.0
Medhi Benatia,31.0,1987.0,DF,Morocco,2.0,2.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,9.3,0.0,2332,666,28,33,46,53,29,41,0,6,1,0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,141.0,11.0,59.0,83.0,7.0,5.0,140.0,1.0,1.0,1.0,0.0,95.0,647.0,409.0,8.0,0.0,0.0,2.0,0.0,93.0,89.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,4.0,1.0,3.0,2.0,0.0,1.0,1.0,4.0,0.0
Mehdi Carcela,28.0,1989.0,FW,Morocco,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,14,1,1,2,4,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,10.0,2.0,11.0,0.0,0.0,0.0,0.0,8.0,50.0,41.0,2.0,1.0,0.0,0.0,2.0,12.0,10.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mehdi Taremi,25.0,1992.0,MF,Iran,3.0,2.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.6,0.0,355,74,11,20,10,16,1,5,0,1,0,0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,11.0,8.0,3.0,70.0,5.0,28.0,20.0,23.0,9.0,69.0,2.0,4.0,2.0,0.0,40.0,197.0,100.0,4.0,1.0,1.0,2.0,1.0,64.0,35.0,14.0,3.0,1.0,1.0,1.0,1.0,4.0,63.0,12.0,28.0,20.0,15.0,7.0,0.0,0.0,7.0,8.0,3.0,0.0
Mesut Özil,29.0,1988.0,MF,Germany,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.2,0.0,2603,718,70,80,62,67,16,22,10,18,9,2,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,187.0,1.0,6.0,80.0,122.0,4.0,182.0,7.0,10.0,8.0,1.0,167.0,945.0,550.0,32.0,18.0,0.0,2.0,4.0,165.0,162.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,5.0,6.0,10.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Michael Amir Murillo,22.0,1996.0,DF,Panama,2.0,2.0,180.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,9.4,0.0,1034,549,36,42,30,32,2,8,1,8,0,0,0.0,6.0,2.0,0.0,2.0,0.0,1.0,0.0,14.0,0.0,0.0,100.0,4.0,30.0,49.0,28.0,2.0,91.0,3.0,3.0,3.0,0.0,69.0,327.0,208.0,13.0,6.0,0.0,2.0,1.0,70.0,68.0,4.0,4.0,4.0,1.0,0.0,2.0,0.0,30.0,11.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Michael Krohn-Dehli,35.0,1983.0,MF,Denmark,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,36,7,7,2,2,2,2,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,9.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,56.0,35.0,3.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Lang,27.0,1991.0,DF,Switzerland,3.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,943,171,17,18,27,30,6,11,0,4,1,1,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,75.0,6.0,23.0,37.0,19.0,2.0,68.0,0.0,0.0,0.0,0.0,48.0,240.0,115.0,6.0,3.0,0.0,0.0,0.0,53.0,50.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,14.0,2.0,7.0,4.0,3.0,4.0,0.0,0.0,4.0,3.0,3.0,0.0
Michał Pazdan,30.0,1987.0,DF,Poland,2.0,2.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2755,1018,43,48,67,77,23,34,0,9,2,0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,19.0,3.0,5.0,175.0,12.0,65.0,109.0,7.0,0.0,173.0,0.0,0.0,0.0,0.0,113.0,430.0,236.0,7.0,0.0,0.0,1.0,0.0,130.0,128.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,15.0,4.0,8.0,7.0,0.0,3.0,1.0,0.0,2.0,3.0,5.0,0.0
Michy Batshuayi,24.0,1993.0,FW,Belgium,3.0,1.0,114.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,9.6,0.0,213,9,15,19,3,4,0,0,1,1,0,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,3.0,40.0,1.0,2.0,11.0,27.0,13.0,38.0,4.0,5.0,5.0,0.0,31.0,136.0,47.0,3.0,0.0,3.0,1.0,1.0,56.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,0.0,18.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Miguel Borja,25.0,1993.0,FW,Colombia,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Layún,29.0,1988.0,FW,Mexico,4.0,3.0,313.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,23.6,1.0,1728,643,41,45,33,43,14,30,5,7,1,0,0.0,2.0,4.0,0.0,10.0,0.0,0.0,0.0,16.0,3.0,4.0,151.0,3.0,16.0,72.0,83.0,8.0,133.0,6.0,7.0,6.0,0.0,113.0,693.0,436.0,23.0,8.0,2.0,5.0,3.0,121.0,100.0,17.0,3.0,2.0,1.0,0.0,1.0,9.0,59.0,14.0,26.0,19.0,14.0,2.0,0.0,0.0,2.0,5.0,1.0,0.0
Miguel Trauco,25.0,1992.0,DF,Peru,3.0,3.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2782,1566,65,78,72,81,17,37,2,13,8,2,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,34.0,1.0,1.0,227.0,8.0,81.0,106.0,46.0,1.0,191.0,2.0,3.0,3.0,0.0,135.0,464.0,280.0,8.0,0.0,0.0,2.0,4.0,140.0,133.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,40.0,9.0,22.0,14.0,4.0,8.0,1.0,0.0,7.0,3.0,6.0,0.0
Mikael Lustig,31.0,1986.0,DF,Sweden,4.0,4.0,351.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,31.7,0.0,1811,858,27,35,41,57,15,38,6,1,4,4,0.0,6.0,3.0,0.0,11.0,0.0,0.0,0.0,35.0,7.0,3.0,184.0,25.0,80.0,58.0,46.0,4.0,157.0,1.0,1.0,1.0,0.0,55.0,129.0,29.0,1.0,0.0,0.0,1.0,0.0,74.0,66.0,3.0,3.0,2.0,2.0,0.0,1.0,6.0,48.0,10.0,33.0,11.0,4.0,13.0,4.0,0.0,9.0,5.0,24.0,1.0
Milad Mohammadi,24.0,1993.0,DF,Iran,2.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,65,3,6,7,9,1,4,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,30.0,0.0,17.0,13.0,4.0,0.0,25.0,1.0,1.0,1.0,0.0,10.0,67.0,25.0,1.0,0.0,0.0,1.0,1.0,8.0,6.0,0.0,2.0,3.0,2.0,0.0,1.0,3.0,6.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Milan Badelj,29.0,1989.0,MF,Croatia,3.0,1.0,106.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,20.7,0.0,1163,427,30,31,27,29,7,10,3,7,1,0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,93.0,2.0,22.0,58.0,19.0,1.0,93.0,2.0,2.0,2.0,0.0,65.0,270.0,103.0,4.0,2.0,0.0,2.0,2.0,63.0,62.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,37.0,11.0,11.0,22.0,4.0,5.0,0.0,0.0,5.0,3.0,1.0,0.0
Mile Jedinak,33.0,1984.0,MF,Australia,3.0,3.0,270.0,2.0,0.0,2.0,2.0,1.0,0.0,4.0,1.0,21.7,1.0,2935,885,65,68,69,76,17,28,0,25,2,1,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,40.0,4.0,3.0,196.0,5.0,51.0,130.0,28.0,4.0,191.0,1.0,1.0,1.0,0.0,102.0,589.0,231.0,10.0,2.0,0.0,1.0,2.0,140.0,131.0,2.0,5.0,5.0,1.0,0.0,0.0,2.0,55.0,16.0,29.0,24.0,2.0,7.0,1.0,0.0,6.0,1.0,1.0,0.0
Miloš Veljković,22.0,1995.0,DF,Serbia,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875,215,11,11,21,23,8,9,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,49.0,3.0,18.0,30.0,4.0,0.0,49.0,0.0,0.0,0.0,0.0,34.0,181.0,88.0,4.0,1.0,0.0,0.0,0.0,35.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,12.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0
Miranda,33.0,1984.0,DF,Brazil,5.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,4768,1659,78,82,128,129,27,39,1,3,0,0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,4.0,300.0,39.0,205.0,114.0,3.0,2.0,293.0,2.0,2.0,2.0,0.0,206.0,1056.0,556.0,5.0,0.0,0.0,1.0,0.0,199.0,194.0,0.0,7.0,8.0,1.0,0.0,4.0,6.0,40.0,11.0,28.0,12.0,0.0,8.0,5.0,0.0,3.0,5.0,18.0,0.0
Mohamed Abdel-Shafy,32.0,1985.0,DF,Egypt,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529,1375,58,64,54,71,19,35,0,12,2,0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,33.0,2.0,3.0,194.0,7.0,72.0,93.0,39.0,1.0,164.0,4.0,5.0,5.0,0.0,126.0,698.0,405.0,23.0,6.0,1.0,1.0,0.0,118.0,112.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,29.0,6.0,21.0,6.0,2.0,1.0,0.0,0.0,1.0,10.0,4.0,0.0
Mohamed Amine Ben Amor,26.0,1992.0,MF,Tunisia,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,1,5,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,8.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,18.0,10.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,11.0,1.0,9.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
